0.405764,0.424263,0.446908,0.460487,0.458547,0.439060,0.403590,0.369595,0.362055,0.388258,0.429162,0.458825,0.469826,0.458825,0.429162,0.388258,0.362055,0.369595,0.403590,0.439060,0.458547,0.460487,0.446908,0.424263,0.405764
0.420581,0.431051,0.447152,0.459363,0.457616,0.441113,0.420077,0.404517,0.401435,0.412779,0.434546,0.457901,0.467824,0.457901,0.434546,0.412779,0.401435,0.404517,0.420077,0.441113,0.457616,0.459363,0.447152,0.431051,0.420581
0.419239,0.429261,0.444354,0.455176,0.453632,0.438770,0.418726,0.403632,0.400618,0.411667,0.432564,0.453894,0.462665,0.453894,0.432564,0.411667,0.400618,0.403632,0.418726,0.438770,0.453632,0.455176,0.444354,0.429261,0.419239
0.417078,0.426283,0.439798,0.449205,0.447866,0.434867,0.416570,0.402442,0.399588,0.409990,0.429270,0.448099,0.455708,0.448099,0.429270,0.409990,0.399588,0.402442,0.416570,0.434867,0.447866,0.449205,0.439798,0.426283,0.417078
0.414636,0.422856,0.434637,0.442704,0.441560,0.430379,0.414149,0.401232,0.398579,0.408167,0.425483,0.441768,0.448268,0.441768,0.425483,0.408167,0.398579,0.401232,0.414149,0.430379,0.441560,0.442704,0.434637,0.422856,0.414636
0.412465,0.419711,0.429848,0.436718,0.435749,0.426207,0.412012,0.400314,0.397855,0.406643,0.421995,0.435936,0.441437,0.435936,0.421995,0.406643,0.397855,0.400314,0.412012,0.426207,0.435749,0.436718,0.429848,0.419711,0.412465
0.410999,0.417421,0.426125,0.431986,0.431165,0.423021,0.410594,0.399913,0.397610,0.405787,0.419423,0.431337,0.435988,0.431337,0.419423,0.405787,0.397610,0.399913,0.410594,0.423021,0.431165,0.431986,0.426125,0.417421,0.410999
0.410493,0.416312,0.423874,0.428921,0.428217,0.421230,0.410156,0.401304,0.399791,0.405853,0.418134,0.428383,0.432366,0.428383,0.418134,0.405853,0.399791,0.401304,0.410156,0.421230,0.428217,0.428921,0.423874,0.416312,0.410493
0.414039,0.417142,0.423249,0.427646,0.427033,0.421022,0.414256,0.411852,0.411614,0.412938,0.418562,0.427201,0.430700,0.427201,0.418562,0.412938,0.411614,0.411852,0.414256,0.421022,0.427033,0.427646,0.423249,0.417142,0.414039
0.430347,0.429696,0.429589,0.430422,0.430278,0.429610,0.430648,0.432087,0.432396,0.431341,0.429871,0.430482,0.431747,0.430482,0.429871,0.431341,0.432396,0.432087,0.430648,0.429610,0.430278,0.430422,0.429589,0.429696,0.430347
0.451125,0.450442,0.449120,0.448001,0.448154,0.449567,0.450949,0.451505,0.451565,0.451234,0.450040,0.448120,0.447199,0.448120,0.450040,0.451234,0.451565,0.451505,0.450949,0.449567,0.448154,0.448001,0.449120,0.450442,0.451125
0.465251,0.465591,0.466001,0.466174,0.466137,0.465814,0.465162,0.464628,0.464523,0.464901,0.465588,0.466051,0.466112,0.466051,0.465588,0.464901,0.464523,0.464628,0.465162,0.465814,0.466137,0.466174,0.466001,0.465591,0.465251
0.476285,0.476363,0.476574,0.476801,0.476774,0.476523,0.476367,0.476375,0.476392,0.476379,0.476495,0.476837,0.477054,0.476837,0.476495,0.476379,0.476392,0.476375,0.476367,0.476523,0.476774,0.476801,0.476574,0.476363,0.476285
0.488618,0.488467,0.488225,0.488043,0.488062,0.488290,0.488571,0.488746,0.488776,0.488657,0.488382,0.488063,0.487924,0.488063,0.488382,0.488657,0.488776,0.488746,0.488571,0.488290,0.488062,0.488043,0.488225,0.488467,0.488618
